Dato;Wind;Temp;Sun;MWh;Flow
22/10/2023;3.00;9.29;12.00;252791.37;8110.28
23/10/2023;2.08;8.54;184.00;256864.20;7597.28
24/10/2023;5.50;8.54;14.00;246053.11;7257.56
25/10/2023;4.29;9.17;13.00;259308.50;7594.27
26/10/2023;4.21;7.21;2.00;278397.86;8477.69
27/10/2023;3.88;6.21;13.00;277833.75;8316.66
28/10/2023;4.58;6.54;0.00;263306.26;7921.08
29/10/2023;5.21;9.58;54.00;249396.13;7587.76
30/10/2023;4.67;10.25;153.00;317593.44;9043.71
31/10/2023;3.67;3.00;70.00;354439.49;10006.22
01/11/2023;3.75;4.25;27.00;275840.36;8003.12
02/11/2023;5.67;9.58;91.00;279185.55;8371.43
03/11/2023;5.04;8.75;11.00;270640.29;8168.04
04/11/2023;4.25;7.79;1.00;262150.29;8002.49
05/11/2023;2.38;8.00;11.00;259194.12;7808.03
06/11/2023;3.08;8.29;193.00;278617.33;8365.33
07/11/2023;2.71;7.42;99.00;268143.43;8237.08
08/11/2023;3.75;7.92;194.00;269057.19;8345.51
09/11/2023;1.50;7.21;11.00;293333.17;8892.83
10/11/2023;2.38;5.96;110.00;291411.41;8696.49
11/11/2023;0.79;5.50;21.00;280273.34;8545.79
12/11/2023;1.17;5.21;90.00;317395.14;9296.23
13/11/2023;4.00;4.83;28.00;324080.29;9408.81
14/11/2023;4.25;5.21;0.00;351268.47;9914.07
15/11/2023;3.08;3.63;7.00;369321.27;10327.30
16/11/2023;4.50;2.83;34.00;372186.18;10586.71
17/11/2023;2.29;2.46;22.00;353128.21;10802.16
18/11/2023;3.38;2.42;169.00;325293.24;9778.45
19/11/2023;3.42;5.46;0.00;321458.16;9790.10
20/11/2023;3.04;5.71;3.00;352924.76;10391.95
21/11/2023;2.00;2.83;8.00;393862.54;11201.17
22/11/2023;5.42;3.75;0.00;324413.23;9141.60
23/11/2023;9.83;7.96;2.00;384488.18;10838.42
24/11/2023;5.46;1.83;127.00;376913.22;10761.90
25/11/2023;2.46;0.88;294.00;429762.36;12243.21
26/11/2023;1.46;-1.21;34.00;439386.21;12714.38
27/11/2023;5.25;0.29;12.00;482494.31;13673.68
28/11/2023;2.42;-4.58;180.00;511321.20;14092.17
